"dia","grado","asignatura","area","codigo","descripcion"
47,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.2","I can assess the role of biblical archaeological evidence in providing credibility for the Bible."
48,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.3","I can delineate God's leading throughout church history through the lens of the great controversy between Christ and Satan."
49,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.4","I can survey the history of Christianity, with particular reference to the Reformation (key people, events, concepts, timelines, conflicts, doctrines, etc.)."
50,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.5","I can evaluate the impact of the Reformation period on the enduring relevance and value of the Bible."
51,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.6","I can relate key influences and themes of the past to present and possible future events."
52,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.7","I can develop techniques for studying the Bible."
53,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.8","I can identify the central role of the Bible in living in a relationship with Christ and its ability to answer all of life's questions."
54,"11th","Bible","Unit Content - Daniel","11.UC.11.2.1","I can study various elements of Daniel (linguistics, history, symbolism etc.)."
55,"11th","Bible","Unit Content - Daniel","11.UC.11.2.2","I can explore how the book of Daniel tells how God will reign supreme, despite the controversy here and now."
56,"11th","Bible","Unit Content - Daniel","11.UC.11.2.3","I can identify and apply narratives, key messages and prophetic themes in the book of Daniel."
57,"11th","Bible","Unit Content - Revelation","11.UC.11.3.1","I can study various elements of Revelation (authorship, audience, linguistics, structure, history, symbolism etc.)."
58,"11th","Bible","Unit Content - Revelation","11.UC.11.3.2","I can identify and explore various qualities of Jesus throughout the book of Revelation such as: Hope-Giver, Messenger, Worthy Lamb, Controller of all things, Tear-Drier, Righteous Judge, Worthy of Worship, Avenger, Deliverer, and Bridegroom."
59,"11th","Bible","Unit Content - Revelation","11.UC.11.3.3","I can identify and apply narratives, key messages and prophetic themes in the book of Revelation."
60,"11th","Bible","Unit Content - Revelation","11.UC.11.3.4","I can identify how to build a lasting relationship with Jesus that will endure forever."
61,"11th","Bible","Unit Content - SDA Movement","11.UC.11.4.1","I can identify God's leading, through the Holy Spirit, in the development of the Seventh-day Adventist Church (key people, events, concepts, time lines, conflicts, doctrines, etc.)."
62,"11th","Bible","Unit Content - SDA Movement","11.UC.11.4.2","I can explore the Biblical tests of a prophet, and explore Ellen G White's role in prophecy."
63,"11th","Bible","Unit Content - SDA Movement","11.UC.11.4.3","I can explore the messages of Revelation 10 and 11, and explain the importance of Bible study and faith in facing the future."
64,"11th","Bible","Unit Content - SDA Movement","11.UC.11.4.4","I can identify the breadth of the SDA Church across the world today, and the areas of focus within the SDA Church (health and temperance, education, printing, abolition of slavery etc.)."
65,"11th","Bible","Unit Content - SDA Movement","11.UC.11.4.5","I can apply lessons from key influences, themes, and theological concepts."
66,"11th","Bible","Unit Content - SDA Movement","11.UC.11.4.6","I can explore what revival and reformation means for Christians today, and draw conclusions about the way people develop spiritual identity while in a community of believers."
67,"11th","Bible","Course Focus","11.CF.1","I can evaluate and justify the ways in which Scripture is the revelation of God, taking into account its origin and purpose."
68,"11th","Bible","Course Focus","11.CF.2","I can interpret and evaluate Seventh-day Adventist biblical fundamental beliefs."
69,"11th","Bible","Course Focus","11.CF.3","I can apply Seventh-day Adventist beliefs in discipleship of Christ through relationships, lifestyle, and service."
70,"11th","Bible","Course Focus","11.CF.4","I can utilize and apply the writings of Ellen G. White as a prophet of God to enhance Biblical understanding."
71,"11th","Bible","Course Abilities","11.CA.5","I can apply a wide range of techniques for studying the Bible as its own expositor, and incorporating its relevance from past to present; for studying Ellen White's writings and other contemporary and historical documents."
72,"11th","Bible","Course Abilities","11.CA.6","I can acquire and integrate knowledge to analyze Biblical stories/ spiritual concepts, in considerable depth."
73,"11th","Bible","Course Abilities","11.CA.7","I can develop creative and higher order thinking skills (research, analysis, synthesis, evaluation, etc.) based on a biblical worldview."
74,"11th","Bible","Course Abilities","11.CA.8","I can modify verbal and non-verbal responses to convey a clear, engaging, influential message across a range of communication types about spiritual concepts to meet the needs of specific contexts, purposes and audiences."
75,"11th","Bible","Course Abilities","11.CA.9","I can develop the skills to give biblical reasons for one's viewpoint, and respond with insight, in order to justify one's personal position."
76,"11th","Bible","Course Abilities","11.CA.10","I can identify, evaluate and apply the relevance of biblical and historical themes explored and apply this to one's life."
77,"11th","Bible","Course Abilities","11.CA.11","I can identify and investigate the ways in which one's relationship with God and His Word is life-changing and is expressed through knowledge, attitudes and actions."
78,"11th","Bible","Course Abilities","11.CA.12","I can learn relationship-building skills by applying Biblical, Christ-like principles of: genuine care for others, handling challenges in human relationships, resolving conflict, communicating effectively, accepting responsibility, participating in community and serving others."
79,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.1","I can explain the purpose, inspiration, and history of the Bible."
80,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.2","I can assess the role of biblical archaeological evidence in providing credibility for the Bible."
81,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.3","I can delineate God's leading throughout church history through the lens of the great controversy between Christ and Satan."
82,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.4","I can survey the history of Christianity, with particular reference to the Reformation (key people, events, concepts, timelines, conflicts, doctrines, etc.)."
83,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.5","I can evaluate the impact of the Reformation period on the enduring relevance and value of the Bible."
84,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.6","I can relate key influences and themes of the past to present and possible future events."
